$GPGGA,090015.00,5908.03281386,N,00937.83955571,E,5,10,1.2,-1.242,M,41.805,M,1.0,3961*68
$GPGGA,090016.00,5908.03281263,N,00937.83954838,E,5,10,1.1,-1.244,M,41.805,M,1.0,3961*65
$GPGGA,090017.00,5908.03281164,N,00937.83954673,E,5,10,1.1,-1.242,M,41.805,M,1.0,3961*67
$GPGGA,090018.00,5908.03281192,N,00937.83954708,E,5,10,1.1,-1.243,M,41.805,M,1.0,3961*6D
$GPGGA,090019.00,5908.03281109,N,00937.83954538,E,5,11,1.1,-1.245,M,41.805,M,1.0,3961*68
$GPGGA,090020.00,5908.03281193,N,00937.83953740,E,5,11,1.0,-1.246,M,41.805,M,1.0,3961*69
$GPGGA,090021.00,5908.03281224,N,00937.83954148,E,5,11,1.0,-1.245,M,41.805,M,1.0,3961*6D
$GPGGA,090022.00,5908.03281221,N,00937.83953539,E,5,11,1.0,-1.252,M,41.805,M,1.0,3961*68
$GPGGA,090023.00,5908.03281298,N,00937.83953009,E,5,11,1.0,-1.244,M,41.805,M,1.0,3961*6A
$GPGGA,090024.00,5908.03281271,N,00937.83952368,E,5,11,1.0,-1.245,M,41.805,M,1.0,3961*6E
$GPGGA,090025.00,5908.03281759,N,00937.83959065,E,5,11,1.0,-1.220,M,41.805,M,1.0,3961*66
$GPGGA,090026.00,5908.03281225,N,00937.83955711,E,5,11,1.0,-1.233,M,41.805,M,1.0,3961*61
$GPGGA,090027.00,5908.03280727,N,00937.83950778,E,5,10,1.1,-1.258,M,41.805,M,1.0,3961*61
$GPGGA,090028.00,5908.03280245,N,00937.83950067,E,5,10,1.1,-1.270,M,41.805,M,1.0,3961*6C
$GPGGA,090029.00,5908.03280371,N,00937.83951021,E,5,11,0.9,-1.269,M,41.805,M,1.0,3961*68
$GPGGA,090030.00,5908.03280013,N,00937.83950459,E,5,11,0.9,-1.284,M,41.805,M,1.0,3961*6E
$GPGGA,090031.00,5908.03281382,N,00937.83953296,E,5,10,1.1,-1.249,M,41.805,M,1.0,3961*6A
$GPGGA,090032.00,5908.03277452,N,00937.83952540,E,5,07,1.3,-1.297,M,41.805,M,1.0,3961*60
$GPGGA,090033.00,5908.03277697,N,00937.83960596,E,5,08,1.3,-1.458,M,41.805,M,1.0,3961*6A
$GPGGA,090034.00,5908.03275121,N,00937.83972641,E,5,08,1.3,-1.715,M,41.805,M,1.0,3961*65
$GPGGA,090035.00,5908.03266460,N,00937.83995885,E,5,07,1.3,-1.899,M,41.805,M,1.0,3961*6D
$GPGGA,090036.00,5908.03268484,N,00937.84004702,E,5,07,1.3,-1.720,M,41.805,M,1.0,3961*61
