X,Y,T,LAT,LNG,T
107492.370614826,1126345.18977858,91530.4,59.134218403,9.630867812,39.399963379
107492.372518755,1126345.18231867,91530.6,59.134218336,9.630867845,39.393299103
107492.379147467,1126345.18868133,91530.8,59.134218393,9.630867961,39.428852081
107492.394365636,1126345.19416966,91531,59.134218442,9.630868227,39.429107666
107492.402227888,1126345.21379108,91531.2,59.134218618,9.630868365,39.432228088
107492.406312423,1126345.23295949,91531.4,59.13421879,9.630868437,39.426086426
107492.409602209,1126345.24867303,91531.6,59.134218931,9.630868495,39.427112579
107492.421234317,1126345.27275775,91531.8,59.134219147,9.630868699,39.427753448
107492.437089487,1126345.3037574,91532,59.134219425,9.630868977,39.429721832
107492.462798448,1126345.33143445,91532.2,59.134219673,9.630869427,39.423904419
107492.48400882,1126345.37592373,91532.4,59.134220072,9.630869799,39.394878387
107492.507616106,1126345.42431663,91532.6,59.134220506,9.630870213,39.389060974
107492.524082694,1126345.4646749,91532.8,59.134220868,9.630870502,39.387981415
107492.548788894,1126345.50738867,91533,59.134221251,9.630870935,39.40328598
107492.577499415,1126345.55178127,91533.2,59.134221649,9.630871438,39.406921387
107492.607421169,1126345.59160892,91533.4,59.134222006,9.630871962,39.40271759
107492.634877399,1126345.63332551,91533.6,59.13422238,9.630872443,39.408218384
107492.653861735,1126345.6743571,91533.8,59.134222748,9.630872776,39.422420502
107492.675636318,1126345.72308061,91534,59.134223185,9.630873158,39.394477844
107492.69417793,1126345.75631349,91534.2,59.134223483,9.630873483,39.396396637
107492.716790506,1126345.78643521,91534.4,59.134223753,9.630873879,39.400970459
107492.740158271,1126345.81098853,91534.6,59.134223973,9.630874288,39.400627136
107492.757052042,1126345.83786851,91534.8,59.134224214,9.630874584,39.408905029
107492.774577762,1126345.86363575,91535,59.134224445,9.630874891,39.404022217
107492.787800674,1126345.89396186,91535.2,59.134224717,9.630875123,39.398841858
107492.800913232,1126345.9221712,91535.4,59.13422497,9.630875353,39.399345398
107492.807615383,1126345.94947679,91535.6,59.134225215,9.630875471,39.393791199
107492.819358276,1126345.97545548,91535.8,59.134225448,9.630875677,39.379634857
107492.834489048,1126345.99631653,91536,59.134225635,9.630875942,39.375137329
107492.850128966,1126346.02029771,91536.2,59.13422585,9.630876216,39.375888824
107492.860380265,1126346.04783305,91536.4,59.134226097,9.630876396,39.380084991
107492.87337701,1126346.07671055,91536.6,59.134226356,9.630876624,39.382209778
107492.890659744,1126346.10960677,91536.8,59.134226651,9.630876927,39.394313812
107492.899998733,1126346.13524656,91537,59.134226881,9.630877091,39.396659851
107492.911698134,1126346.15420711,91537.2,59.134227051,9.630877296,39.392177582
107492.921105078,1126346.17438855,91537.4,59.134227232,9.630877461,39.394874573
107492.932134717,1126346.18454737,91537.6,59.134227323,9.630877654,39.400566101
107492.938992651,1126346.19079909,91537.8,59.134227379,9.630877774,39.388721466
107492.948415539,1126346.20284852,91538,59.134227487,9.630877939,39.380462646
107492.956569067,1126346.21990836,91538.2,59.13422764,9.630878082,39.379192352
107492.963000467,1126346.23930418,91538.4,59.134227814,9.630878195,39.378154755
107492.965409419,1126346.26626716,91538.6,59.134228056,9.630878238,39.387477875
107492.967933528,1126346.29289617,91538.8,59.134228295,9.630878283,39.401615143
107492.98823789,1126346.30307317,91539,59.134228386,9.630878638,39.409332275
107492.98035164,1126346.32489166,91539.2,59.134228582,9.630878501,39.422878265
107492.983753304,1126346.34194219,91539.4,59.134228735,9.630878561,39.42300415
107492.987272311,1126346.35754477,91539.6,59.134228875,9.630878623,39.417770386
107492.989026135,1126346.36824239,91539.8,59.134228971,9.630878654,39.386287689
107492.994729211,1126346.37950475,91540,59.134229072,9.630878754,39.382949829
107493.001347437,1126346.39121449,91540.2,59.134229177,9.63087887,39.387893677
107493.004472236,1126346.40347437,91540.4,59.134229287,9.630878925,39.38489151
107493.008001944,1126346.41361848,91540.6,59.134229378,9.630878987,39.380409241
107493.016406975,1126346.41920485,91540.8,59.134229428,9.630879134,39.400497437
107493.020049002,1126346.43046316,91541,59.134229529,9.630879198,39.397705078
107493.025127556,1126346.43905075,91541.2,59.134229606,9.630879287,39.397010803
107493.025328166,1126346.45353284,91541.4,59.134229736,9.630879291,39.399776459
107493.028459081,1126346.4626736,91541.6,59.134229818,9.630879346,39.400310516
107493.030793719,1126346.46913924,91541.8,59.134229876,9.630879387,39.403839111
107493.043343128,1126346.46337117,91542,59.134229824,9.630879606,39.403003693
107493.057969094,1126346.44969792,91542.2,59.134229701,9.630879861,39.400108337
107493.07563812,1126346.43157474,91542.4,59.134229538,9.630880169,39.402862549
107493.099501872,1126346.40755962,91542.6,59.134229322,9.630880585,39.399501801
107493.136935947,1126346.38267993,91542.8,59.134229098,9.630881238,39.402526855
107493.186962922,1126346.3590503,91543,59.134228885,9.630882111,39.408584595
107493.240437867,1126346.32885497,91543.2,59.134228613,9.630883044,39.402973175
107493.292923158,1126346.30701252,91543.4,59.134228416,9.63088396,39.400951385
107493.351363685,1126346.28462478,91543.6,59.134228214,9.63088498,39.40473938
107493.412087714,1126346.26558343,91543.8,59.134228042,9.63088604,39.388832092
107493.482070084,1126346.25491508,91544,59.134227945,9.630887262,39.395950317
107493.545512473,1126346.25102917,91544.2,59.134227909,9.63088837,39.387046814
107493.61930906,1126346.25139667,91544.4,59.134227911,9.630889659,39.381832123
107493.678966742,1126346.25062247,91544.6,59.134227903,9.630890701,39.363857269
107493.754851485,1126346.26636696,91544.8,59.134228043,9.630892027,39.364021301
107493.832339047,1126346.28222599,91545,59.134228184,9.630893381,39.363674164
107493.924513326,1126346.28262954,91545.2,59.134228186,9.630894991,39.365047661
107494.012557002,1126346.31655571,91545.4,59.134228489,9.63089653,39.354728608
107494.106294997,1126346.33701392,91545.6,59.134228671,9.630898168,39.371746861
107494.180360815,1126346.3752572,91545.8,59.134229013,9.630899463,39.369245873
107494.262498202,1126346.41396189,91546,59.134229359,9.630900899,39.372507803
107494.345257707,1126346.45656673,91546.2,59.13422974,9.630902346,39.379941716
107494.431218261,1126346.50173999,91546.4,59.134230144,9.630903849,39.38829923
107494.507140599,1126346.55669658,91546.6,59.134230636,9.630905177,39.385604702
107494.58764348,1126346.61143935,91546.8,59.134231126,9.630906585,39.388221228
107494.677372569,1126346.6617443,91547,59.134231576,9.630908154,39.393479109
107494.770992128,1126346.71339367,91547.2,59.134232038,9.630909791,39.392922777
107494.866966636,1126346.76114873,91547.4,59.134232465,9.630911469,39.39856513
107494.967085307,1126346.79766075,91547.6,59.134232791,9.630913219,39.389692526
107495.068994726,1126346.85523046,91547.8,59.134233306,9.630915001,39.39379957
107495.177090786,1126346.91102994,91548,59.134233805,9.630916891,39.389509021
107495.276935655,1126346.97037797,91548.2,59.134234336,9.630918637,39.39274407
107495.384691914,1126347.02428303,91548.4,59.134234818,9.630920521,39.384005059
107495.489523545,1126347.08063311,91548.6,59.134235322,9.630922354,39.399479957
107495.595110365,1126347.13141478,91548.8,59.134235776,9.6309242,39.39637608
107495.696698982,1126347.17739852,91549,59.134236187,9.630925976,39.396917359
107495.812652881,1126347.22586118,91549.2,59.13423662,9.630928003,39.394157699
107495.921961468,1126347.27642736,91549.4,59.134237072,9.630929914,39.390400848
107496.040601368,1126347.32734605,91549.6,59.134237527,9.630931988,39.390627036
107496.156530567,1126347.38839662,91549.8,59.134238073,9.630934015,39.380543912
107496.272634356,1126347.44799937,91550,59.134238606,9.630936045,39.381471946
107496.390752429,1126347.50225897,91550.2,59.134239091,9.63093811,39.377939237
107496.509231488,1126347.54760747,91550.4,59.134239496,9.630940181,39.377085344
107496.636974993,1126347.59820985,91550.6,59.134239948,9.630942414,39.382395803
107496.759854316,1126347.6476887,91550.8,59.13424039,9.630944562,39.383343217
107496.875516686,1126347.69882437,91551,59.134240847,9.630946584,39.378894879
107496.99351259,1126347.75698268,91551.2,59.134241367,9.630948647,39.389014734
107497.108671712,1126347.80199049,91551.4,59.134241769,9.63095066,39.381446507
107497.224839281,1126347.85825145,91551.6,59.134242272,9.630952691,39.385504174
107497.348592648,1126347.92912041,91551.8,59.134242906,9.630954855,39.390160148
107497.467208687,1126347.99218145,91552,59.13424347,9.630956929,39.396626088
107497.584084014,1126348.06704724,91552.2,59.13424414,9.630958973,39.394040212
107497.698301526,1126348.12508676,91552.4,59.134244659,9.63096097,39.393858503
107497.809588725,1126348.18846762,91552.6,59.134245226,9.630962916,39.389620878
107497.921681592,1126348.24973351,91552.8,59.134245774,9.630964876,39.40338184
107498.025367468,1126348.3064156,91553,59.134246281,9.630966689,39.398579663
107498.13417427,1126348.37926042,91553.2,59.134246933,9.630968592,39.414360668
107498.242068543,1126348.45032108,91553.4,59.134247569,9.630970479,39.368194296
107498.35046037,1126348.53040594,91553.6,59.134248286,9.630972375,39.397345605
107498.46839045,1126348.59290868,91553.8,59.134248845,9.630974437,39.400066458
107498.579503246,1126348.65762599,91554,59.134249424,9.63097638,39.390880618
107498.692041637,1126348.72524245,91554.2,59.134250029,9.630978348,39.374359085
107498.808248046,1126348.79086096,91554.4,59.134250616,9.63098038,39.377634522
107498.914836246,1126348.82727438,91554.6,59.134250941,9.630982243,39.354827823
107499.034165479,1126348.87696914,91554.8,59.134251385,9.630984329,39.357719472
107499.151258846,1126348.92821908,91555,59.134251843,9.630986376,39.362909151
107499.266132306,1126348.9728922,91555.2,59.134252242,9.630988384,39.357761714
107499.376339986,1126349.03203788,91555.4,59.134252771,9.630990311,39.359132116
107499.517080331,1126349.08222026,91555.6,59.134253219,9.630992771,39.356903173
107499.641009331,1126349.12189827,91555.8,59.134253573,9.630994937,39.359950721
107499.759808663,1126349.14986946,91556,59.134253822,9.630997013,39.368157447
107499.879834948,1126349.19444131,91556.2,59.13425422,9.630999111,39.372285742
107500.009484045,1126349.2366927,91556.4,59.134254597,9.631001377,39.374156392
107500.132406311,1126349.29341261,91556.6,59.134255104,9.631003526,39.405535259
107500.255022452,1126349.3310829,91556.8,59.13425544,9.631005669,39.403994755
107500.373735224,1126349.37398123,91557,59.134255823,9.631007744,39.401947084
107500.506261962,1126349.40855184,91557.2,59.134256131,9.63101006,39.414967963
107500.631748533,1126349.44221746,91557.4,59.134256431,9.631012253,39.412455468
107500.760668652,1126349.47666961,91557.6,59.134256738,9.631014506,39.414005651
107500.887675641,1126349.52326036,91557.8,59.134257154,9.631016726,39.405759718
107501.015989568,1126349.57486658,91558,59.134257615,9.631018969,39.400203709
107501.139087936,1126349.6293589,91558.2,59.134258102,9.631021121,39.396651809
107501.262007548,1126349.68741561,91558.4,59.134258621,9.63102327,39.38907362
107501.375939793,1126349.74489769,91558.6,59.134259135,9.631025262,39.386912644
107501.497892249,1126349.79983337,91558.8,59.134259626,9.631027394,39.385619528
107501.624607058,1126349.84943131,91559,59.134260069,9.631029609,39.386618425
107501.875069,1126349.94383127,91559.4,59.134260912,9.631033987,39.38147959
107502.000792594,1126350.00256189,91559.6,59.134261437,9.631036185,39.390546536
107502.129567781,1126350.05249809,91559.8,59.134261883,9.631038436,39.38268423
107502.253748643,1126350.10966612,91600,59.134262394,9.631040607,39.376512467
107502.379076716,1126350.16572243,91600.2,59.134262895,9.631042798,39.378997788
107502.49954061,1126350.22065522,91600.4,59.134263386,9.631044904,39.37394364
107502.626188736,1126350.27504317,91600.6,59.134263872,9.631047118,39.371028519
107502.754665401,1126350.33121707,91600.8,59.134264374,9.631049364,39.37817542
107502.877698158,1126350.38994243,91601,59.134264899,9.631051515,39.381589211
107502.999987737,1126350.44810936,91601.2,59.134265419,9.631053653,39.386069391
107503.123311335,1126350.50449595,91601.4,59.134265923,9.631055809,39.383486295
107503.252867011,1126350.5651279,91601.6,59.134266465,9.631058074,39.390309687
107503.375429493,1126350.63009063,91601.8,59.134267046,9.631060217,39.383255617
107503.503086463,1126350.69550897,91602,59.134267631,9.631062449,39.3869818
107503.630343325,1126350.76059232,91602.2,59.134268213,9.631064674,39.384834447
107503.758925275,1126350.82144517,91602.4,59.134268757,9.631066922,39.388511699
107503.882599795,1126350.87404496,91602.6,59.134269227,9.631069084,39.378651983
107503.995763636,1126350.94377936,91602.8,59.134269851,9.631071063,39.377571953
107504.117930366,1126351.00617919,91603,59.134270409,9.631073199,39.383316245
107504.238955565,1126351.06679442,91603.2,59.134270951,9.631075315,39.38070692
107504.362715916,1126351.13398749,91603.4,59.134271552,9.631077479,39.383079334
107504.500942312,1126351.18149158,91603.6,59.134271976,9.631079895,39.381127451
107504.630033808,1126351.2452418,91603.8,59.134272546,9.631082152,39.38110241
107504.757687891,1126351.31210833,91604,59.134273144,9.631084384,39.384058863
107504.885740761,1126351.37997824,91604.2,59.134273751,9.631086623,39.377872736
107505.016936759,1126351.45075066,91604.4,59.134274384,9.631088917,39.38254381
107505.155008596,1126351.51864026,91604.6,59.134274991,9.631091331,39.38134029
107505.296562693,1126351.59166099,91604.8,59.134275644,9.631093806,39.382330805
107505.435009244,1126351.67280766,91605,59.13427637,9.631096227,39.382667066
107505.578956946,1126351.75140298,91605.2,59.134277073,9.631098744,39.383996947
107505.719754069,1126351.83088331,91605.4,59.134277784,9.631101206,39.372993398
107505.869461384,1126351.92107533,91605.6,59.134278591,9.631103824,39.388349874
107506.02209551,1126352.00770838,91605.8,59.134279366,9.631106493,39.384711009
107506.177591317,1126352.09479264,91606,59.134280145,9.631109212,39.385374854
107506.333709005,1126352.18588845,91606.2,59.13428096,9.631111942,39.385252441
107506.491772134,1126352.27754508,91606.4,59.13428178,9.631114706,39.384630958
107506.650119325,1126352.37031625,91606.6,59.13428261,9.631117475,39.379119041
107506.802438054,1126352.4717646,91606.8,59.134283518,9.631120139,39.375469218
107506.959633639,1126352.56787545,91607,59.134284378,9.631122888,39.381360451
107507.118140305,1126352.66688523,91607.2,59.134285264,9.63112566,39.38205263
107507.277108912,1126352.76389076,91607.4,59.134286132,9.63112844,39.380909589
107507.448576454,1126352.85167484,91607.6,59.134286917,9.631131438,39.369959675
107507.611083244,1126352.95448001,91607.8,59.134287837,9.63113428,39.373516845
107507.773536713,1126353.05527993,91608,59.134288739,9.631137121,39.375675144
107507.938905393,1126353.15842494,91608.2,59.134289662,9.631140013,39.377842541
107508.110339635,1126353.26314144,91608.4,59.134290599,9.631143011,39.378833772
107508.277019604,1126353.36907398,91608.6,59.134291547,9.631145926,39.387178738
107508.442370747,1126353.48113079,91608.8,59.13429255,9.631148818,39.381318604
107508.607392162,1126353.58616891,91609,59.13429349,9.631151704,39.378460012
107508.76900038,1126353.68006055,91609.2,59.13429433,9.63115453,39.37502494
107508.923324327,1126353.78073315,91609.4,59.134295231,9.631157229,39.381384874
107509.076789717,1126353.88129266,91609.6,59.134296131,9.631159913,39.383376194
107509.232699391,1126353.99076881,91609.8,59.134297111,9.63116264,39.377364382
107509.395590864,1126354.10170686,91610,59.134298104,9.631165489,39.382538826
107509.554750488,1126354.21798467,91610.2,59.134299145,9.631168273,39.389021416
107509.722549788,1126354.33695301,91610.4,59.13430021,9.631171208,39.384516559
107509.896876158,1126354.45571139,91610.6,59.134301273,9.631174257,39.375887854
107510.070566625,1126354.57758766,91610.8,59.134302364,9.631177295,39.377939541
107510.248242993,1126354.71050015,91611,59.134303554,9.631180403,39.372297862
107510.427534426,1126354.83728895,91611.2,59.134304689,9.631183539,39.371052475
107510.606748453,1126354.97432619,91611.4,59.134305916,9.631186674,39.371400874
107510.783963272,1126355.10902017,91611.6,59.134307122,9.631189774,39.372453775
107510.963309949,1126355.23681168,91611.8,59.134308266,9.631192911,39.366469396
107511.145176982,1126355.36393977,91612,59.134309404,9.631196092,39.366283391
107511.32404986,1126355.49975101,91612.2,59.13431062,9.631199221,39.363814246
107511.515758827,1126355.629572,91612.4,59.134311782,9.631202574,39.365853614
107511.703210824,1126355.76974463,91612.6,59.134313037,9.631205853,39.367562801
107511.892437815,1126355.90980936,91612.8,59.134314291,9.631209163,39.360908544
107512.087785638,1126356.05244827,91613,59.134315568,9.63121258,39.365019492
107512.278577217,1126356.18293589,91613.2,59.134316736,9.631215917,39.368395426
107512.465646796,1126356.3137504,91613.4,59.134317907,9.631219189,39.36260581
107512.661362611,1126356.44391352,91613.6,59.134319072,9.631222612,39.393060137
107512.846660881,1126356.5729422,91613.8,59.134320227,9.631225853,39.381875381
107513.045465827,1126356.70433679,91614,59.134321403,9.63122933,39.37686976
107513.245712771,1126356.83027574,91614.2,59.13432253,9.631232832,39.379724151
107513.433851223,1126356.9706726,91614.4,59.134323787,9.631236123,39.377734868
107513.625882525,1126357.11118852,91614.6,59.134325045,9.631239482,39.384404751
107513.809253328,1126357.25959665,91614.8,59.134326374,9.63124269,39.376512528
107513.991901317,1126357.39708641,91615,59.134327605,9.631245885,39.379190379
107514.172252455,1126357.53802498,91615.2,59.134328867,9.63124904,39.38671177
107514.347967107,1126357.67850885,91615.4,59.134330125,9.631252114,39.382233144
107514.528150626,1126357.81733055,91615.6,59.134331368,9.631255266,39.383954681
107514.708679173,1126357.95537316,91615.8,59.134332604,9.631258424,39.380731665
107514.889890778,1126358.09542227,91616,59.134333858,9.631261594,39.37401428
107515.077458129,1126358.23503831,91616.2,59.134335108,9.631264875,39.372993983
107515.261004957,1126358.38121891,91616.4,59.134336417,9.631268086,39.381311517
107515.435898297,1126358.53172701,91616.6,59.134337765,9.631271146,39.376530582
107515.606958642,1126358.68077942,91616.8,59.1343391,9.631274139,39.375320936
107515.805927907,1126358.8158506,91617,59.134340309,9.631277619,39.370993085
107515.978818728,1126358.96568641,91617.2,59.134341651,9.631280644,39.369359177
107516.152500098,1126359.12109366,91617.4,59.134343043,9.631283683,39.364253803
107516.338509082,1126359.26705637,91617.6,59.13434435,9.631286937,39.361081526
107516.522470155,1126359.40633118,91617.8,59.134345597,9.631290155,39.355663298
107516.712972311,1126359.53826663,91618,59.134346778,9.631293487,39.35269924
107516.905472767,1126359.67299095,91618.2,59.134347984,9.631296854,39.357153293
107517.095093996,1126359.81617585,91618.4,59.134349266,9.631300171,39.364489105
107517.285012205,1126359.95390285,91618.6,59.134350499,9.631303493,39.366420412
107517.463630883,1126360.10230183,91618.8,59.134351828,9.631306618,39.375551531
107517.646668844,1126360.24513961,91619,59.134353107,9.63130982,39.385449575
107517.822593183,1126360.39531566,91619.2,59.134354452,9.631312898,39.400976477
107518.001004511,1126360.53268587,91619.4,59.134355682,9.631316019,39.395095352
107518.174649296,1126360.67751036,91619.6,59.134356979,9.631319057,39.383872613
107518.349937476,1126360.83091572,91619.8,59.134358353,9.631322124,39.389590481
107518.522585514,1126360.98765782,91620,59.134359757,9.631325145,39.390976567
107518.691569902,1126361.14416993,91620.2,59.134361159,9.631328102,39.391812181
107518.862320733,1126361.30491863,91620.4,59.134362599,9.63133109,39.39694396
107519.035126016,1126361.46901332,91620.6,59.134364069,9.631334114,39.399809018
107519.201680607,1126361.63833141,91620.8,59.134365586,9.631337029,39.395946776
107519.371099494,1126361.80676396,91621,59.134367095,9.631339994,39.3934626
107519.533819763,1126361.97529474,91621.2,59.134368605,9.631342842,39.393901037
107519.685940228,1126362.14803778,91621.4,59.134370153,9.631345505,39.397158148
107519.845684724,1126362.31589433,91621.6,59.134371657,9.631348301,39.397321209
107520.008120011,1126362.48375618,91621.8,59.134373161,9.631351144,39.393671585
107520.168269403,1126362.64949698,91622,59.134374646,9.631353947,39.392335632
107520.332029109,1126362.81346253,91622.2,59.134376115,9.631356813,39.393134136
107520.491612758,1126362.9757489,91622.4,59.134377569,9.631359606,39.386158084
107520.649636582,1126363.14516166,91622.6,59.134379087,9.631362372,39.389207555
107520.801653409,1126363.31233465,91622.8,59.134380585,9.631365033,39.370941099
107520.964711576,1126363.4836511,91623,59.13438212,9.631367887,39.37708214
107521.127773018,1126363.65329659,91623.2,59.13438364,9.631370741,39.374112212
107521.289006575,1126363.82082194,91623.4,59.134385141,9.631373563,39.383155685
107521.459804343,1126363.98669515,91623.6,59.134386627,9.631376552,39.378418506
107521.625904654,1126364.15400729,91623.8,59.134388126,9.631379459,39.37161235
107521.796297907,1126364.32177349,91624,59.134389629,9.631382441,39.374512636
107521.963829686,1126364.48897707,91624.2,59.134391127,9.631385373,39.373076438
107522.126561129,1126364.65171529,91624.4,59.134392585,9.631388221,39.367016965
107522.291361272,1126364.81055868,91624.6,59.134394008,9.631391105,39.379939575
107522.457827603,1126364.96639761,91624.8,59.134395404,9.631394018,39.386645315
107522.623611075,1126365.12011865,91625,59.134396781,9.631396919,39.383411774
107522.794265481,1126365.27150993,91625.2,59.134398137,9.631399905,39.383506853
107522.967191716,1126365.43215171,91625.4,59.134399576,9.631402931,39.382245991
107523.144706795,1126365.58834661,91625.6,59.134400975,9.631406037,39.372143775
107523.315314447,1126365.76346555,91625.8,59.134402544,9.631409023,39.377868223
107523.489374254,1126365.92990226,91626,59.134404035,9.631412069,39.375648409
107523.658044331,1126366.10045009,91626.2,59.134405563,9.631415021,39.369952151
107523.829637267,1126366.2694441,91626.4,59.134407077,9.631418024,39.377077383
107524.006097188,1126366.43811352,91626.6,59.134408588,9.631421112,39.377994424
107524.174490395,1126366.60387072,91626.8,59.134410073,9.631424059,39.370715511
107524.342938864,1126366.77063062,91627,59.134411567,9.631427007,39.367675884
107524.512245865,1126366.93750362,91627.2,59.134413062,9.63142997,39.374853141
107524.682084123,1126367.09624563,91627.4,59.134414484,9.631432942,39.365721948
107524.84939652,1126367.258436,91627.6,59.134415937,9.63143587,39.376092953
107525.015051036,1126367.41939775,91627.8,59.134417379,9.631438769,39.372094975
107525.183035282,1126367.5892759,91628,59.134418901,9.631441709,39.369785961
107525.353193956,1126367.75971534,91628.2,59.134420428,9.631444687,39.3756016
107525.522616687,1126367.92592022,91628.4,59.134421917,9.631447652,39.377318545
107525.697821102,1126368.09247069,91628.6,59.134423409,9.631450718,39.381511635
107525.872405831,1126368.25389564,91628.8,59.134424855,9.631453773,39.374183749
107526.044281976,1126368.42433849,91629,59.134426382,9.631456781,39.374913795
107526.216785892,1126368.59578517,91629.2,59.134427918,9.6314598,39.382323308
107526.391137185,1126368.75943764,91629.4,59.134429384,9.631462851,39.364584149
107526.562154299,1126368.92999022,91629.6,59.134430912,9.631465844,39.369151074
107526.73984872,1126369.08217533,91629.8,59.134432275,9.631468953,39.354994998
107526.909211448,1126369.24971693,91630,59.134433776,9.631471917,39.364676028
107527.086037201,1126369.40691324,91630.2,59.134435184,9.631475011,39.364666978
107527.259485788,1126369.56376872,91630.4,59.134436589,9.631478046,39.37299924
107527.438822877,1126369.72486892,91630.6,59.134438032,9.631481184,39.385877178
107527.614614338,1126369.88395698,91630.8,59.134439457,9.63148426,39.383771279
107527.791722557,1126370.04304765,91631,59.134440882,9.631487359,39.378539344
107527.972778668,1126370.20337147,91631.2,59.134442318,9.631490527,39.38147823
107528.150626952,1126370.36458017,91631.4,59.134443762,9.631493639,39.381423052
107528.329272345,1126370.5280184,91631.6,59.134445226,9.631496765,39.386071582
107528.510552806,1126370.69068204,91631.8,59.134446683,9.631499937,39.385596717
107528.694376437,1126370.84109696,91632,59.13444803,9.631503153,39.375947363
107528.871474911,1126371.00508915,91632.2,59.134449499,9.631506252,39.37535409
107529.052820697,1126371.16363124,91632.4,59.134450919,9.631509425,39.381557641
107529.234787451,1126371.32663046,91632.6,59.134452379,9.631512609,39.37672598
107529.410401523,1126371.4885032,91632.8,59.134453829,9.631515682,39.371096407
107529.58670325,1126371.65004311,91633,59.134455276,9.631518767,39.366075795
107529.766225725,1126371.80412573,91633.2,59.134456656,9.631521908,39.364377003
107529.945268007,1126371.96945858,91633.4,59.134458137,9.631525041,39.365846858
107530.121878993,1126372.11930236,91633.6,59.134459479,9.631528131,39.36878745
107530.305628119,1126372.27840623,91633.8,59.134460904,9.631531346,39.371474479
107530.485191102,1126372.44095519,91634,59.13446236,9.631534488,39.372775705
107530.664474841,1126372.59993888,91634.2,59.134463784,9.631537625,39.367524106
107530.848116224,1126372.75558923,91634.4,59.134465178,9.631540838,39.369654938
107531.027679382,1126372.91802681,91634.6,59.134466633,9.63154398,39.364418195
107531.208385129,1126373.08169204,91634.8,59.134468099,9.631547142,39.370512728
107531.388230998,1126373.24591256,91635,59.13446957,9.631550289,39.367805614
107531.569060656,1126373.40478794,91635.2,59.134470993,9.631553453,39.364649528
107531.749610632,1126373.56032085,91635.4,59.134472386,9.631556612,39.359272726
107531.92975281,1126373.71941769,91635.6,59.134473811,9.631559764,39.364011757
107532.110289362,1126373.88174584,91635.8,59.134475265,9.631562923,39.36838729
107532.294633665,1126374.02926562,91636,59.134476586,9.631566148,39.363526706
107532.471512493,1126374.18835605,91636.2,59.134478011,9.631569243,39.364927949
107532.658360439,1126374.34367861,91636.4,59.134479402,9.631572512,39.372480894
107532.842458348,1126374.49999835,91636.6,59.134480802,9.631575733,39.367769951
107533.031592568,1126374.6572192,91636.8,59.13448221,9.631579042,39.375919592
107533.21472838,1126374.80785578,91637,59.134483559,9.631582246,39.371752197
107533.399567211,1126374.96584796,91637.2,59.134484974,9.63158548,39.373305008
107533.584180099,1126375.12228015,91637.4,59.134486375,9.63158871,39.374206467
107533.766494148,1126375.28316372,91637.6,59.134487816,9.6315919,39.378295061
107533.951921256,1126375.43313646,91637.8,59.134489159,9.631595144,39.366354088
107534.137456921,1126375.58611716,91638,59.134490529,9.63159839,39.369259073
107534.318683158,1126375.74699861,91638.2,59.13449197,9.631601561,39.360686768
107534.504323851,1126375.90476964,91638.4,59.134493383,9.631604809,39.368683758
107534.687911622,1126376.05841491,91638.6,59.134494759,9.631608021,39.36879594
107534.866970624,1126376.215059,91638.8,59.134496162,9.631611154,39.367208777
107535.045115354,1126376.37081012,91639,59.134497557,9.631614271,39.36520516
107535.223583367,1126376.53681047,91639.2,59.134499044,9.631617394,39.360083302
107535.39937397,1126376.69601029,91639.4,59.13450047,9.63162047,39.355025983
107535.578760822,1126376.8605643,91639.6,59.134501944,9.631623609,39.365448108
107535.753232428,1126377.02087552,91639.8,59.13450338,9.631626662,39.362176477
107535.927352825,1126377.18508497,91640,59.134504851,9.631629709,39.360254709
107536.102385487,1126377.35118999,91640.2,59.134506339,9.631632772,39.358367718
107536.275199847,1126377.50993839,91640.4,59.134507761,9.631635796,39.350359181
107536.453316778,1126377.67972563,91640.6,59.134509282,9.631638913,39.365938507
107536.624562267,1126377.85016771,91640.8,59.134510809,9.63164191,39.365253371
107536.798048654,1126378.01649251,91641,59.134512299,9.631644946,39.364792539
107536.975604454,1126378.18048599,91641.2,59.134513768,9.631648053,39.365418183
107537.149494204,1126378.34547483,91641.4,59.134515246,9.631651096,39.36707305
107537.327350729,1126378.50211666,91641.6,59.134516649,9.631654208,39.358268064
107537.504855165,1126378.66310232,91641.8,59.134518091,9.631657314,39.36568753
107537.677095801,1126378.82240665,91642,59.134519518,9.631660328,39.354296502
107537.849095992,1126378.98750318,91642.2,59.134520997,9.631663338,39.355733515
107538.026889934,1126379.14681848,91642.4,59.134522424,9.631666449,39.355093597
107538.203453905,1126379.32016747,91642.6,59.134523977,9.631669539,39.367130489
107538.384168711,1126379.47893155,91642.8,59.134525399,9.631672701,39.376494352
107538.56293851,1126379.63691202,91643,59.134526814,9.631675829,39.373157061
107538.74262211,1126379.79600827,91643.2,59.134528239,9.631678973,39.37720515
107538.91995841,1126379.95509991,91643.4,59.134529664,9.631682076,39.372204668
107539.105885182,1126380.11276033,91643.6,59.134531076,9.631685329,39.378479975
107539.280800433,1126380.28020204,91643.8,59.134532576,9.63168839,39.37485475
107539.458537224,1126380.43940589,91644,59.134534002,9.6316915,39.374991313
107539.630251231,1126380.60439054,91644.2,59.13453548,9.631694505,39.373203507
107539.806136623,1126380.77339375,91644.4,59.134536994,9.631697583,39.380922165
107539.978198281,1126380.93626256,91644.6,59.134538453,9.631700594,39.374379786
