51,55,642,3,66.3757396449704
476111.584,6467215.545,-34048784.733
476111.643,6467215.570,17856877.040
476111.702,6467215.594,126035217.700
476111.762,6467215.619,572662119.080
476111.821,6467215.643,453295626.750
476111.880,6467215.668,91844633.560
476111.939,6467215.692,161412793.200
476111.999,6467215.717,142177694.600
476112.058,6467215.741,34814154.550
476112.117,6467215.766,79031155.760
476112.226,6467215.809,24890887.633
476112.349,6467215.857,-131763006.200
476112.472,6467215.905,-90188963.050
476112.594,6467215.953,31659142.875
476112.717,6467216.001,-86755360.200
476112.840,6467216.048,-71185437.075
476112.962,6467216.096,-43859638.575
476113.085,6467216.144,-135508802.300
476113.208,6467216.192,-66635374.825
476113.330,6467216.240,-40156978.775
476113.475,6467216.296,-39926588.571
476113.625,6467216.354,149951734.622
476113.776,6467216.411,31501541.225
476113.926,6467216.469,112477002.422
476114.076,6467216.527,-3124884.625
476114.227,6467216.584,71880451.111
476114.377,6467216.642,38481940.850
476114.527,6467216.700,-16953698.689
476114.678,6467216.758,22496933.850
476114.828,6467216.815,26444007.178
476114.988,6467216.879,-43535472.400
476115.151,6467216.945,-56827671.580
476115.314,6467217.011,-85349344.820
476115.477,6467217.077,-22263070.140
476115.640,6467217.142,1265096.420
476115.803,6467217.208,-34121933.900
476115.966,6467217.274,-18328502.420
476116.128,6467217.340,52597721.420
476116.291,6467217.405,-9435594.100
476116.454,6467217.471,124400213.080
476116.615,6467217.534,-3193995.500
476116.776,6467217.597,3007643.700
476116.937,6467217.659,-70569760.940
476117.097,6467217.721,15849766.089
476117.258,6467217.784,35144240.640
476117.419,6467217.846,-52624086.240
476117.579,6467217.908,8892156.489
476117.740,6467217.971,-73278541.400
476117.901,6467218.033,-26454760.920
476118.062,6467218.095,-39707400.420
476118.220,6467218.157,57806225.711
476118.379,6467218.219,123778269.740
476118.537,6467218.281,8837677.980
476118.695,6467218.343,-17624366.327
476118.853,6467218.405,-10183603.580
476119.012,6467218.467,-76017412.120
476119.170,6467218.529,-79830906.836
476119.328,6467218.591,101073201.120
476119.486,6467218.653,10437443.360
476119.645,6467218.715,-49753616.800
476119.797,6467218.775,9855123.467
476119.948,6467218.834,-91291170.650
476120.099,6467218.893,-71053633.875
476120.250,6467218.952,194899683.900
476120.401,6467219.011,200746442.150
476120.552,6467219.070,93563270.125
476120.703,6467219.129,44560337.225
476120.854,6467219.188,-112556240.825
476121.005,6467219.247,-8677798.700
476121.155,6467219.306,10706257.450
476121.309,6467219.364,-95591434.925
476121.463,6467219.423,-32318585.244
476121.618,6467219.482,-13516923.644
476121.772,6467219.540,10821337.940
476121.926,6467219.599,-198151.356
476122.080,6467219.658,-25231564.400
476122.234,6467219.716,43513410.820
476122.389,6467219.775,20995546.444
476122.543,6467219.833,-7447975.089
476122.697,6467219.892,9233330.280
476122.853,6467219.949,-54841066.025
