79,83,642,3,66.3757396449704
476111.584,6467215.545,97476489.467
476111.643,6467215.570,197206555.320
476111.702,6467215.594,409045565.400
476111.762,6467215.619,136108667.080
476111.821,6467215.643,-114985917.350
476111.880,6467215.668,-38323364.800
476111.939,6467215.692,-14622975.200
476111.999,6467215.717,-74178278.600
476112.058,6467215.741,-133859514.700
476112.117,6467215.766,-118295215.080
476112.226,6467215.809,-7616712.700
476112.349,6467215.857,-90263184.325
476112.472,6467215.905,-136851310.900
476112.594,6467215.953,-37871717.475
476112.717,6467216.001,118738895.350
476112.840,6467216.048,200605095.950
476112.962,6467216.096,126964566.425
476113.085,6467216.144,-134361515.975
476113.208,6467216.192,-168689055.825
476113.330,6467216.240,-246434223.400
476113.475,6467216.296,-219934145.600
476113.625,6467216.354,-262355709.956
476113.776,6467216.411,52661182.025
476113.926,6467216.469,193624575.733
476114.076,6467216.527,391057850.650
476114.227,6467216.584,356693893.133
476114.377,6467216.642,307736187.425
476114.527,6467216.700,51890458.533
476114.678,6467216.758,-55882184.300
476114.828,6467216.815,-123113291.956
476114.988,6467216.879,-134241691.475
476115.151,6467216.945,-129663694.500
476115.314,6467217.011,27149085.300
476115.477,6467217.077,2048348.440
476115.640,6467217.142,-90164888.880
476115.803,6467217.208,-81052881.880
476115.966,6467217.274,-32856999.160
476116.128,6467217.340,-52530420.720
476116.291,6467217.405,-19961542.880
476116.454,6467217.471,48413012.000
476116.615,6467217.534,41346630.725
476116.776,6467217.597,41648101.260
476116.937,6467217.659,-68041117.200
476117.097,6467217.721,-44757931.600
476117.258,6467217.784,-56520118.420
476117.419,6467217.846,-57750211.460
476117.579,6467217.908,124514206.778
476117.740,6467217.971,147313204.600
476117.901,6467218.033,-19243499.840
476118.062,6467218.095,-10486406.820
476118.220,6467218.157,12309948.267
476118.379,6467218.219,-82378319.300
476118.537,6467218.281,-71992520.780
476118.695,6467218.343,-59981304.400
476118.853,6467218.405,-48773786.780
476119.012,6467218.467,-35729080.300
476119.170,6467218.529,53598919.091
476119.328,6467218.591,54667722.660
476119.486,6467218.653,24787986.140
476119.645,6467218.715,46309404.836
476119.797,6467218.775,26103592.167
476119.948,6467218.834,-67070974.225
476120.099,6467218.893,16527967.500
476120.250,6467218.952,-63652752.975
476120.401,6467219.011,-90443894.375
476120.552,6467219.070,-5810853.675
476120.703,6467219.129,97533265.950
476120.854,6467219.188,25366255.625
476121.005,6467219.247,-23859343.650
476121.155,6467219.306,4186283.575
476121.309,6467219.364,-41415628.825
476121.463,6467219.423,-83719503.600
476121.618,6467219.482,-33971077.733
476121.772,6467219.540,37850637.160
476121.926,6467219.599,16708714.044
476122.080,6467219.658,-22838433.044
476122.234,6467219.716,28104775.600
476122.389,6467219.775,97117600.689
476122.543,6467219.833,-58827959.444
476122.697,6467219.892,26915935.340
476122.853,6467219.949,-35285762.625
476123.010,6467220.006,-22482865.156
476123.167,6467220.063,-89928909.222
476123.323,6467220.120,-110980777.222
476123.480,6467220.177,-34844770.956
476123.637,6467220.233,135626232.533
476123.793,6467220.290,9280777.533
476123.950,6467220.347,-43784309.089
476124.106,6467220.404,-71944183.578
476124.263,6467220.461,-15201253.444
476124.415,6467220.517,51585716.975
476124.565,6467220.573,22714611.640
476124.716,6467220.629,56561002.720
476124.866,6467220.685,85553115.300
476125.017,6467220.741,-32698878.080
476125.167,6467220.797,-99118934.520
476125.318,6467220.853,-27918049.900
476125.468,6467220.910,-8639106.540
476125.619,6467220.966,-7928987.440
476125.769,6467221.022,-80749169.180
476125.920,6467221.082,-13964881.450
476126.072,6467221.142,62505364.280
476126.223,6467221.203,89193091.920
476126.374,6467221.264,-13033514.640
476126.525,6467221.325,-64903869.100
476126.676,6467221.385,818162.111
476126.827,6467221.446,-10255255.620
476126.978,6467221.507,-29513813.420
476127.130,6467221.568,-32122275.640
476127.281,6467221.628,52519529.860
476127.431,6467221.686,80609339.800
476127.581,6467221.743,-146521532.250
476127.731,6467221.800,-1192440.100
476127.881,6467221.857,103027658.543
476128.031,6467221.914,64761306.125
476128.181,6467221.971,-30399361.925
476128.331,6467222.027,-97706337.286
476128.481,6467222.084,-5905570.025
476128.631,6467222.141,71849529.325
476128.781,6467222.198,192711588.200
476128.934,6467222.255,-111433535.250
476129.087,6467222.311,-59911465.800
476129.241,6467222.367,2235979.156
476129.394,6467222.424,39787695.222
476129.548,6467222.480,-42564258.300
476129.701,6467222.536,-134474548.756
476129.855,6467222.593,-103319354.000
476130.008,6467222.649,-15824456.578
476130.162,6467222.705,109517260.556
476130.315,6467222.762,81034898.420
476130.465,6467222.816,-59327085.867
476130.615,6467222.869,-107373519.629
476130.764,6467222.922,74686954.371
476130.913,6467222.976,203544628.914
476131.063,6467223.029,-44169988.457
476131.212,6467223.082,-43349304.200
476131.361,6467223.135,-16246613.971
476131.511,6467223.189,-65397001.114
476131.660,6467223.242,-66860160.829
476131.809,6467223.295,-13718661.625
476131.950,6467223.348,27759511.050
476132.088,6467223.400,-11609225.620
476132.226,6467223.452,-49684609.333
476132.364,6467223.504,-61909383.780
476132.503,6467223.557,-49842095.220
476132.641,6467223.609,-56812329.111
476132.779,6467223.661,83466055.140
476132.917,6467223.713,58018415.000
476133.055,6467223.766,-83619242.560
476133.193,6467223.818,82706447.400
476133.335,6467223.875,111968006.371
476133.478,6467223.933,-35148177.311
476133.620,6467223.991,-88294155.622
476133.763,6467224.050,-42948772.556
476133.905,6467224.108,-95212643.489
476134.048,6467224.166,-17742320.911
476134.191,6467224.225,58142538.044
476134.333,6467224.283,-13357923.000
476134.476,6467224.341,37535789.222
476134.618,6467224.400,28995463.000
476134.766,6467224.458,-5531330.400
476134.916,6467224.516,37647623.473
476135.065,6467224.575,105151009.800
476135.215,6467224.633,-38280588.345
476135.364,6467224.691,16020100.133
476135.514,6467224.750,-99353351.400
476135.663,6467224.808,-12259354.036
476135.813,6467224.866,74476258.418
476135.962,6467224.925,54632634.564
476136.112,6467224.983,-17925738.750
476136.263,6467225.042,-80800856.400
476136.415,6467225.102,-66371744.867
476136.567,6467225.162,-123665279.633
476136.719,6467225.222,-63491800.100
476136.871,6467225.282,-48342517.033
476137.023,6467225.341,-75190883.533
476137.175,6467225.401,-35688574.967
476137.327,6467225.461,-22153049.600
476137.479,6467225.521,30767212.500
476137.631,6467225.581,-38160462.367
476137.782,6467225.639,32815975.325
476137.931,6467225.697,18574998.133
476138.081,6467225.755,-30531679.578
476138.231,6467225.813,-65086135.933
476138.380,6467225.871,-4590453.556
476138.530,6467225.929,114177559.333
476138.680,6467225.987,46196639.511
476138.829,6467226.045,-2100696.111
476138.979,6467226.103,81247557.067
476139.129,6467226.161,36141778.500
476139.254,6467226.210,-59429561.229
476139.399,6467226.267,-104405898.444
476139.545,6467226.324,-59842293.300
476139.690,6467226.381,-57397535.578
476139.835,6467226.437,-28469816.044
476139.980,6467226.494,-100567173.025
476140.125,6467226.551,-6039351.089
